"X","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
2902,6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6
2903,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,7
2904,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8
2905,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8
2906,6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,6
2907,6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6
2908,5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8
2909,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8
2910,6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7
2911,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8
2912,6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,5
2913,5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,7
2914,6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,6
2915,6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,7
2916,7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,8
2917,5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7
2918,6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5
2919,5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6
2920,5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7
2921,6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,6
2922,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5
2923,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7
2924,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7
2925,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6
2926,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5
2927,6,0.16,0.27,12,0.03,39,98,0.99402,3.15,0.34,10.8,5
2928,7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,6
2929,5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7
2930,7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,6
2931,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7
2932,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7
2933,6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6
2934,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7
2935,6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,6
2936,6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,6
2937,7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,5
2938,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5
2939,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
2940,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
2941,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
2942,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
2943,6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6
2944,6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,6
2945,6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5
2946,4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,5
2947,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
2948,6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,5
2949,8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,4
2950,6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,6
2951,6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,5
2952,6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,6
2953,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5
2954,6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5
2955,6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7
2956,7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5
2957,7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,5
2958,4.8,0.17,0.28,2.9,0.03,22,111,0.9902,3.38,0.34,11.3,7
2959,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7
2960,6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7
2961,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5
2962,6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6
2963,7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6
2964,6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,6
2965,6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5
2966,6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6
2967,7.1,0.21,0.72,1.6,0.167,65,120,0.99324,2.97,0.51,9.2,5
2968,5.6,0.26,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,6
2969,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
2970,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
2971,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
2972,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
2973,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
2974,6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,6
2975,6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,5
2976,6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6
2977,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
2978,5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5
2979,6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5
2980,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8
2981,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6
2982,6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5
2983,6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5
2984,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6
2985,7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6
2986,6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7
2987,7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,5
2988,6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5
2989,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8
2990,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
2991,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
2992,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
2993,6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6
2994,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
2995,7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4
2996,5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5
2997,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6
2998,6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,5
2999,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6
3000,6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7
3001,6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7
3002,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5
3003,7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6
3004,7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6
3005,6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5
3006,6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6
3007,5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7
3008,7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,5
3009,6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5
3010,6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,6
3011,6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,5
3012,6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,6
3013,6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6
3014,6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,6
3015,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5
3016,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5
3017,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5
3018,7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6
3019,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5
3020,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6
3021,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5
3022,6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,5
3023,6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6
3024,7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6
3025,6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3
3026,7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,5
3027,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5
3028,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5
3029,7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3,5
3030,6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,7
3031,6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5
3032,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
3033,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
3034,6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,5
3035,6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6
3036,7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6
3037,6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,5
3038,6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6
3039,5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5
3040,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6
3041,4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7
3042,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5
3043,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5
3044,7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6
3045,6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5
3046,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5
3047,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6
3048,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6
3049,6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5
3050,6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6
3051,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6
3052,7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7
3053,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6
3054,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5
3055,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6
3056,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6
3057,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5
3058,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6
3059,5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7
3060,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6
3061,5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6
3062,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6
3063,6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6
3064,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
3065,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
3066,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6
3067,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
3068,6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6
3069,8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6
3070,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
3071,6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,6
3072,6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6
3073,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
3074,7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,4
3075,7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,7
3076,6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5
3077,7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5
3078,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5
3079,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
3080,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
3081,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5
3082,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6
3083,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
3084,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6
3085,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6
3086,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6
3087,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
3088,6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6
3089,6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,6
3090,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5
3091,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5
3092,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5
3093,5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,6
3094,7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6
3095,6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6
3096,7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6
3097,8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7
3098,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5
3099,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5
3100,6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,6
3101,5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6
3102,5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7
3103,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
3104,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7
3105,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7
3106,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7
3107,7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,6
3108,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
3109,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7
3110,4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7
3111,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6
3112,6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5
3113,6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7
3114,7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6
3115,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7
3116,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5
3117,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5
3118,8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3,5
3119,6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5
3120,6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5
3121,6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5
3122,6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6
3123,6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,6
3124,6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8
3125,8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,4
3126,7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6
3127,7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,5
3128,5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6
3129,6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,5
3130,8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6
3131,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5
3132,4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5
3133,7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,6
3134,6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,6
3135,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6
3136,5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5
3137,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5
3138,4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5
3139,6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5
3140,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6
3141,8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7
3142,6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5
3143,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6
3144,5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,5
3145,7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5
3146,5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
3147,6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6
3148,7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,5
3149,7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,7
3150,6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7
3151,7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,4
3152,5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
3153,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4
3154,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6
3155,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6
3156,6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,7
3157,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6
3158,6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,6
3159,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4
3160,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7
3161,7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7
3162,6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6
3163,6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,7
3164,6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6
3165,6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,5
3166,6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7
3167,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
3168,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
3169,6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,6
3170,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
3171,6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5
3172,6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7
3173,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
3174,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
3175,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7
3176,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6
3177,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6
3178,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6
3179,6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7
3180,5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6
3181,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5
3182,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6
3183,6.8,0.22,0.32,5.9,0.054,40,152,0.9938,3.2,0.57,10.8,6
3184,7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,6
3185,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7
3186,6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6
3187,6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6
3188,6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5
3189,6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6
3190,6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5
3191,6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4
3192,7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5
3193,7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5
3194,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6
3195,6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6
3196,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6
3197,6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6
3198,6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5
3199,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5
3200,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5
3201,6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6
3202,7.3,0.33,0.22,1.4,0.041,40,177,0.99287,3.14,0.48,9.9,5
3203,7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,5
3204,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5
3205,6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,4
3206,6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5
3207,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
3208,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
